filename	likes	comments	timePOSIX	distance	lat	long
1077487038050779181_1578026711.jpg	14	0	1442666460	2695.25566744231	51.502923144	-0.092236046
1077060477644714648_2111457059.jpg	19	2	1442615580	10329.6840883237	32.939402638	-96.730852707
1076617884116319339_464901406.jpg	32	0	1442562840	2435.12222250117	39.4848	-0.3626
1075870338306711475_1991512470.jpg	38	0	1442473740	482.860926592547	41.130119939	29.269133722
1075566328358098250_1909437548.jpg	60	3	1442437500	8256.88372056774	40.7078	-74.0119
1075522918628458117_1051482302.jpg	203	2	1442432340	2162.85901428952	36.728794125	3.078458301
1075510493186879959_1698321787.jpg	48	8	1442430840	2124.1989350925	30.71792199	49.187652327
1075245122609310806_34571626.jpg	17	1	1442399220	463.974537432647	41.0107613	29.0363197
1074663331523642181_1578026711.jpg	14	0	1442329860	1973.67184526625	48.6790724	9.0449365
1074565634196938184_1991512470.jpg	42	2	1442318220	482.860926592547	41.130119939	29.269133722
1074417657153225149_1369675415.jpg	41	0	1442300580	680.652727710358	38.63605212	34.906218805
1073924539964366509_1991512470.jpg	37	0	1442241780	482.860926592547	41.130119939	29.269133722
1073735730372842797_1177750292.jpg	22	4	1442219280	462.996674718512	41.0186	28.9647
1073545958075353120_700462257.jpg	75	1	1442196660	2920.53714355871	35.541694366	-5.223313277
1073207029470369353_200095548.jpg	66	1	1442156220	1464.14805471888	43.961723533	12.684612341
1073064886222316692_314018704.jpg	27	1	1442139300	2436.98868913284	39.466666667	-0.383333333
1073050066975461973_173664611.jpg	26	0	1442137500	2439.05635431352	39.571741012	-0.413053783
1072843304989808899_1611011205.jpg	32	0	1442112900	9956.86988599857	-22.8966293	-43.1869888
1072708250827040066_431687888.jpg	22	0	1442096760	2357.04730971756	55.676640885	12.581203895
1072566022742627581_365883732.jpg	41	2	1442079840	8253.62871158984	40.735282497	-73.990403152
1072526496545478019_198519708.jpg	13	0	1442075100	8253.62871158984	40.735282497	-73.990403152
1072424082941178946_23144636.jpg	95	1	1442062920	2699.90819288911	51.51317	-0.15888
1071876713894650751_211243335.jpg	51	1	1441997640	1623.30130051241	44.6478004	10.9298
1071532955792602515_1104187332.jpg	39	2	1441956660	1155.86674120623	40.6833	14.9333
1071477684019205216_296678652.jpg	25	1	1441950060	11147.7699742945	37.735038396	-122.196772367
1071211941178589242_481691743.jpg	41	0	1441918380	11091.88069898	9.338314044	-82.240644953
1070922483125099995_1991512470.jpg	36	0	1441883880	482.860926592547	41.130119939	29.269133722
1070652489428170358_1011279156.jpg	62	0	1441851720	11161.3344321876	-29.954327719	-52.362514815
1070519805612887884_192591250.jpg	49	4	1441835880	10613.1801692867	-25.430548265	-49.290766653
1070450688425001781_21942367.jpg	56	2	1441827660	569.857550691147	39.892955788	32.857292187
1070132934891609205_1592637630.jpg	134	3	1441789800	8408.62174159284	2.987043	101.533262
1069615868675534190_402825426.jpg	24	0	1441728120	469.469340486086	41.0794	28.9647
1069485538777966184_924604552.jpg	30	2	1441712580	1307.64973331018	37.326650978	42.186361067
1069474750524761464_924604552.jpg	14	0	1441711320	1307.64973331018	37.326650978	42.186361067
1069466761634020799_446639638.jpg	27	3	1441710360	7483.39117982835	34.762231	113.609801
1069056010791826301_277633979.jpg	12	4	1441661400	2410.86221652304	48.826834095	2.370091615
1069009730691117734_1955829587.jpg	30	5	1441655880	1568.77032150889	45.4386	12.3267
1068903193028617397_184054120.jpg	12	1	1441643160	10725.3278453795	4.6	-74.0833
1068890700563322489_20829836.jpg	8	0	1441641720	535.264842467436	41.08459754	30.76976906
1068821231706772356_1828274547.jpg	33	1	1441633440	11963.0315421441	-31.949851368	115.860745482
1068820437095879529_1828274547.jpg	28	0	1441633320	11963.0315421441	-31.949851368	115.860745482
1068809169086250252_214931086.jpg	14	0	1441632000	15001.9712721597	-33.9044304	151.1977692
1068800625382045408_220736836.jpg	133	11	1441630980	3422.252033513	16.876589579	53.76742496
1068758288749018790_188467286.jpg	43	0	1441625880	2832.67829648807	37.8833	-4.76667
1068756409373082166_1578026711.jpg	10	0	1441625700	2695.25566744231	51.502923144	-0.092236046
1068751615147850341_1432635205.jpg	21	0	1441625100	896.291072354239	33.5	36.3
1068747303348880588_4069368.jpg	49	0	1441624620	13973.6732089155	-34.918391228	138.59822342
1068717925938788411_23062845.jpg	22	0	1441621080	11963.0315421441	-31.949851368	115.860745482
1068713317420793107_372381566.jpg	22	1	1441620540	1718.0853604774	44.276121039	9.397475464
1068695268088983655_53236387.jpg	27	0	1441618380	13973.6732089155	-34.918391228	138.59822342
1068688202030097575_1427182536.jpg	87	2	1441617540	15001.8612893699	-33.873191135	151.210817002
1068677010033297905_24497641.jpg	279	2	1441616220	15001.8612893699	-33.873191135	151.210817002
1068652287648110200_390677852.jpg	91	1	1441613280	2268.76599644715	51.1978607	6.7636199
1068517561824057527_1321374741.jpg	25	0	1441597200	7559.8820365732	39.003333333	117.710833333
1068455051492437018_417522922.jpg	150	6	1441589760	569.545186545556	39.916666667	32.833333333
1068448574523397849_1032608924.jpg	34	2	1441588980	8254.45364035715	40.733888889	-74.001111111
1068364369152194284_398515012.jpg	89	1	1441578960	8256.55935188727	40.696666667	-73.996666667
1068317135461070797_2011746964.jpg	61	0	1441573320	2944.41566153428	25.2522	55.28
1068304291255353488_1571629927.jpg	71	3	1441571760	2150.00153704199	35.6961	51.4231
1068298863606607334_1166098690.jpg	29	0	1441571160	9718.15127102888	10.3542404	-67.0325928
1068291497442565277_1386782198.jpg	14	0	1441570260	896.291072354239	33.5	36.3
1068271371401150256_1571196390.jpg	332	3	1441567860	13.1628856838657	36.992896145	27.571635875
1068256381162336143_1166098690.jpg	20	0	1441566060	9718.15127102888	10.3542404	-67.0325928
1068228383384968478_1991512470.jpg	31	2	1441562760	482.860926592547	41.130119939	29.269133722
1068228029536705811_1991512470.jpg	30	0	1441562700	482.860926592547	41.130119939	29.269133722
1068227580603571458_1991512470.jpg	22	1	1441562640	482.860926592547	41.130119939	29.269133722
1068179699779050181_199391861.jpg	20	2	1441556940	2899.34717232002	58.968332523	5.733930617
1068161757077527611_1269059310.jpg	13	0	1441554780	1531.48521513246	36.8625	10.1956
1068146185690836703_505634762.jpg	58	0	1441552920	10508.9775112867	-23.708327509	-49.490165981
1068141779931379452_205951036.jpg	122	5	1441552440	7141.3595446937	-20.48742	57.55829
1068128851696839958_1320923866.jpg	26	0	1441550880	4832.83895490173	19.11729651	72.880282533
1068099115672185831_248980809.jpg	18	0	1441547340	10293.8092315145	-22.7253	-47.6492
1068082755566627417_1638624409.jpg	17	0	1441545360	252.134063311217	38.677707331	29.405188353
1068071024036547697_1368896410.jpg	15	0	1441543980	3160.42633738708	55.861160833	-4.250177778
1068058706557798490_32822305.jpg	18	1	1441542540	8100.56531398769	3.606845	98.511373
1068024480179791114_1718935616.jpg	303	24	1441538460	2155.60336080546	35.580822645	51.4580279
1068001684980566855_464274673.jpg	32	0	1441535700	571.990604413856	39.926698623	32.858966406
1067928845371256830_1563519042.jpg	16	2	1441527060	2848.9647096031	48.7453	-4.0097
1067919892611549577_1700098025.jpg	36	2	1441525980	2398.95603544562	36.8333	54.4833
1067862281574283245_1664379476.jpg	14	0	1441519080	5365.1115180239	-11.117575645	29.641971588
1067669403541091541_2011746964.jpg	39	0	1441496100	8413.40380755122	3.133333333	101.7
1067669318508783203_2065934904.jpg	32	1	1441496100	2413.07324495396	48.867465027	2.364184376
1067575370232496878_1284937687.jpg	59	0	1441484880	2697.13954946084	51.501138054	-0.123843645
1067564338421775699_460635078.jpg	394	8	1441483560	641.259266655154	36.8	34.6333
1067562622771812406_530959885.jpg	102	0	1441483380	2628.95942301805	25.286751319	51.511701522
1067551652405395294_460635078.jpg	205	0	1441482060	575.318126082569	38.960108641	33.519635212
1067550338333716427_1939973754.jpg	31	0	1441481880	0.635700830118168	37.0383	27.4292
1067545249901002355_460635078.jpg	226	2	1441481280	465.616893311403	40.978633	29.2206079
1067544142606535913_245046826.jpg	2079	23	1441481160	1134.64064471387	46.2667	21.6333
1067529899184495894_502465006.jpg	44	3	1441479480	10444.5720671196	-23.7953281	-48.6011429
1067520164072123313_1902201401.jpg	20	2	1441478340	2296.27399435575	53.0833	8.8
1067506243990911845_780321469.jpg	44	0	1441476660	9132.3999676683	-4.448499143	-49.108885071
1067501424140024498_780321469.jpg	44	1	1441476060	9132.3999676683	-4.448499143	-49.108885071
1067500178299917605_15693812.jpg	23	0	1441475940	2413.07324495396	48.867465027	2.364184376
1067492301515279802_1378699626.jpg	25	0	1441474980	2413.10303244725	48.867225	2.36358
1067482769085718764_2087708351.jpg	3	0	1441473840	2413.10303244725	48.867225	2.36358
1067456716199075129_1991512470.jpg	59	1	1441470720	491.910955159549	41.228900632	29.221260925
1067456434895494447_1991512470.jpg	25	0	1441470720	491.910955159549	41.228900632	29.221260925
1067456224937024801_1991512470.jpg	43	0	1441470660	491.910955159549	41.228900632	29.221260925
1067455978681048342_1991512470.jpg	30	2	1441470660	491.910955159549	41.228900632	29.221260925
1067453857823017356_176902641.jpg	13	0	1441470420	2726.90422164801	50.791226962	-1.107194257
